bayIDX,bayRecord,bayDate,bayTime,bayIn,bayOut,bayPassby,gtDate,gtTime,gtIns,gtOuts,gtPbN,gtPbF,gtLinger,gt_ll,gtMultiIn,gtMultiOut,gtMultiPb
21,415,1900-03-19,16:00:57,2,1,2,1900-03-19,16:00:33,1,0,0,4,0,0,0,0,0
22,415,1900-03-19,16:00:57,1,1,3,1900-03-19,16:00:33,1,2,0,2,0,0,0,0,0
23,415,1900-03-19,16:00:57,1,2,2,1900-03-19,16:00:33,0,0,0,0,0,0,0,0,0
24,448,1900-03-19,18:01:13,1,1,3,1900-03-19,18:00:28,1,1,0,2,0,0,0,0,0
25,448,1900-03-19,18:01:13,0,2,3,1900-03-19,18:00:28,1,1,0,3,0,0,0,0,0
26,448,1900-03-19,18:01:13,0,1,4,1900-03-19,18:00:28,0,0,0,0,0,0,0,0,0
27,533,1900-03-19,22:36:41,0,2,3,1900-03-19,22:33:47,1,2,0,1,0,0,1,0,0
28,533,1900-03-19,22:36:41,3,2,0,1900-03-19,22:33:47,1,0,0,0,4,3,0,0,0
29,533,1900-03-19,22:36:41,1,2,2,1900-03-19,22:33:47,0,0,0,0,0,0,0,0,0
30,538,1900-03-19,22:48:37,1,2,2,1900-03-19,22:48:28,2,2,0,1,0,0,0,0,0
31,538,1900-03-19,22:48:37,3,2,0,1900-03-19,22:48:28,3,2,0,0,0,0,0,0,0
32,543,1900-03-20,09:04:51,0,2,3,1900-03-20,09:04:36,2,0,0,2,1,0,0,0,0
33,552,1900-03-20,09:10:00,1,3,1,1900-03-20,09:09:50,1,1,0,0,1,1,0,0,0
34,570,1900-03-20,10:38:53,0,3,2,1900-03-20,10:38:45,0,0,1,4,0,0,0,0,0
35,570,1900-03-20,10:38:53,2,0,3,1900-03-20,10:38:45,0,0,2,0,0,0,0,0,3
36,570,1900-03-20,10:38:53,2,0,3,1900-03-20,10:38:45,0,0,0,0,0,0,0,0,0
37,571,1900-03-20,11:52:45,0,5,0,1900-03-20,11:52:34,0,2,0,0,3,2,0,0,0
38,571,1900-03-20,11:52:45,1,3,1,1900-03-20,11:52:34,2,1,2,0,0,0,0,0,0
39,571,1900-03-20,11:52:45,2,1,2,1900-03-20,11:52:34,0,0,0,0,0,0,0,0,0
40,572,1900-03-20,12:27:28,1,4,0,1900-03-20,12:29:20,0,0,0,1,0,0,0,0,0
41,572,1900-03-20,12:27:28,0,3,2,1900-03-20,12:29:20,0,0,1,1,3,2,0,0,0
42,573,1900-03-20,12:29:04,0,2,3,1900-03-20,12:29:20,0,0,0,0,0,0,0,0,0
43,574,1900-03-20,12:42:14,1,1,3,1900-03-20,12:44:39,0,0,1,2,2,1,0,0,0
44,574,1900-03-20,12:42:14,1,2,2,1900-03-20,12:44:39,0,2,0,2,0,0,0,0,0
45,575,1900-03-20,12:47:03,1,1,3,1900-03-20,12:46:52,1,0,0,1,0,0,0,0,0
46,607,1900-03-20,13:27:13,1,0,4,1900-03-20,13:27:05,0,0,0,0,0,0,0,0,0
47,607,1900-03-20,13:27:13,1,2,2,1900-03-20,13:27:05,0,0,0,2,0,0,1,1,1
48,608,1900-03-20,13:31:30,1,2,2,1900-03-20,13:31:26,0,1,0,2,1,1,0,0,0
49,609,1900-03-20,13:59:49,0,0,5,1900-03-20,13:59:30,0,1,1,2,0,0,0,0,0
50,609,1900-03-20,13:59:49,1,1,3,1900-03-20,13:59:30,0,0,1,4,0,0,0,0,0
51,610,1900-03-20,15:30:33,1,2,2,1900-03-20,15:28:28,2,2,0,1,0,0,0,0,0
52,610,1900-03-20,15:30:33,1,0,4,1900-03-20,15:28:28,0,0,0,4,1,1,0,0,0
53,610,1900-03-20,15:30:33,0,1,4,1900-03-20,15:28:28,0,0,0,0,0,0,0,0,0
54,611,1900-03-20,16:54:05,0,0,5,1900-03-20,16:53:36,2,1,0,1,1,1,0,0,0
55,611,1900-03-20,16:54:05,0,1,4,1900-03-20,16:53:36,0,1,0,1,0,0,0,0,0
56,611,1900-03-20,16:54:05,1,1,3,1900-03-20,16:53:36,0,0,0,0,0,0,0,0,0
57,612,1900-03-20,16:58:43,0,1,4,1900-03-20,16:58:35,0,0,0,0,1,1,0,0,0
58,613,1900-03-20,16:59:32,1,3,1,1900-03-20,16:59:28,1,1,0,0,0,0,0,0,0
59,614,1900-03-20,17:00:59,0,1,4,1900-03-20,17:00:11,0,1,0,0,0,0,0,0,0
60,616,1900-03-20,17:20:43,0,0,5,1900-03-20,17:20:33,0,1,0,4,0,0,0,0,0
61,616,1900-03-20,17:20:43,0,2,3,1900-03-20,17:20:33,1,0,0,0,0,0,0,0,0
62,629,1900-03-21,08:10:38,2,1,2,1900-03-21,08:10:29,2,2,0,0,1,1,0,0,0
63,629,1900-03-21,08:10:38,2,3,0,1900-03-21,08:10:29,2,3,0,0,0,0,0,0,0
64,641,1900-03-21,12:03:15,1,1,3,1900-03-21,12:03:01,0,1,0,4,0,0,0,0,0
65,641,1900-03-21,12:03:15,3,0,2,1900-03-21,12:03:01,0,0,0,5,0,0,0,0,0
66,641,1900-03-21,12:03:15,1,1,3,1900-03-21,12:03:01,0,0,0,0,0,0,0,0,0
67,642,1900-03-21,12:04:19,1,1,3,1900-03-21,12:04:06,1,0,0,1,1,1,0,0,0
68,643,1900-03-21,13:01:38,3,2,0,1900-03-21,13:01:37,0,0,2,3,0,0,0,0,0
69,643,1900-03-21,13:01:38,3,1,1,1900-03-21,13:01:37,0,1,1,3,0,0,0,0,0
70,644,1900-03-21,13:03:12,2,0,3,1900-03-21,13:01:37,0,0,0,0,0,0,0,0,0
71,645,1900-03-21,13:23:14,0,0,5,1900-03-21,13:29:47,0,1,0,0,0,0,0,0,0
72,646,1900-03-21,13:40:15,1,1,3,1900-03-21,13:35:18,0,0,0,0,0,0,0,0,0
73,646,1900-03-21,13:40:15,1,1,3,1900-03-21,13:35:18,2,1,1,1,1,1,0,0,0
74,647,1900-03-21,13:43:08,0,2,3,1900-03-21,13:35:18,0,0,0,0,0,0,0,0,0
75,648,1900-03-21,13:45:09,0,1,4,1900-03-21,13:53:40,0,0,0,1,0,0,0,0,0
76,649,1900-03-21,13:48:45,0,1,4,1900-03-21,13:53:40,0,0,0,0,0,0,0,0,0
77,650,1900-03-21,13:50:00,0,0,5,1900-03-21,13:53:40,0,0,0,0,0,0,0,0,0
78,651,1900-03-21,13:53:44,1,1,3,1900-03-21,13:53:40,0,0,0,0,0,0,0,0,0
79,652,1900-03-21,13:58:45,1,2,2,1900-03-21,13:53:40,0,0,0,0,0,0,0,0,0
80,655,1900-03-22,11:47:43,2,1,2,1900-03-22,11:45:47,1,1,1,2,0,0,0,0,0
81,655,1900-03-22,11:47:43,0,3,2,1900-03-22,11:45:47,2,1,1,1,0,0,0,0,0
82,655,1900-03-22,11:47:43,1,0,4,1900-03-22,11:45:47,0,0,0,0,0,0,0,0,0
83,656,1900-03-22,11:51:24,0,0,5,1900-03-22,11:54:33,0,0,0,1,0,0,0,0,0
84,657,1900-03-22,12:01:34,2,1,2,1900-03-22,12:04:39,2,1,1,1,0,0,0,0,0
85,657,1900-03-22,12:01:34,0,0,5,1900-03-22,12:04:39,1,0,0,2,1,1,0,0,1
86,658,1900-03-22,12:06:23,1,0,4,1900-03-22,12:04:39,0,0,0,0,0,0,0,0,0
87,659,1900-03-22,12:25:19,0,0,5,1900-03-22,12:32:38,2,1,0,2,0,0,0,0,0
88,659,1900-03-22,12:25:19,0,0,5,1900-03-22,12:32:38,0,0,0,1,0,0,0,0,0
89,660,1900-03-22,12:28:08,0,0,5,1900-03-22,12:32:38,0,0,0,0,0,0,0,0,0
90,661,1900-03-22,12:33:39,1,0,4,1900-03-22,12:33:15,2,0,0,2,1,1,0,0,1
91,661,1900-03-22,12:33:39,0,1,4,1900-03-22,12:33:15,0,0,0,2,0,0,0,0,0
92,662,1900-03-22,12:37:02,0,0,5,1900-03-22,12:37:28,0,0,0,1,0,0,0,0,0
93,663,1900-03-22,12:45:52,0,0,5,1900-03-22,12:37:28,2,0,0,2,1,1,0,0,1
94,663,1900-03-22,12:45:52,0,0,5,1900-03-22,12:37:28,0,0,0,0,0,0,0,0,0
95,664,1900-03-22,12:49:54,0,0,5,1900-03-22,12:37:28,0,0,0,0,0,0,0,0,0
96,665,1900-03-22,12:51:41,0,0,5,1900-03-22,12:37:28,0,0,0,0,0,0,0,0,0
97,666,1900-03-22,12:57:07,0,0,5,1900-03-22,12:37:28,0,0,0,0,0,0,0,0,0
98,667,1900-03-22,12:59:14,0,0,5,1900-03-22,12:37:28,0,0,0,0,0,0,0,0,0
99,668,1900-03-22,13:01:55,0,0,5,1900-03-22,12:37:28,0,0,0,0,0,0,0,0,0
100,669,1900-03-22,14:14:49,1,0,4,1900-03-22,14:11:19,0,0,0,0,0,0,0,0,0
101,669,1900-03-22,14:14:49,1,1,3,1900-03-22,14:11:19,1,0,1,2,1,1,0,0,0
102,669,1900-03-22,14:14:49,1,1,3,1900-03-22,14:11:19,0,0,0,0,0,0,0,0,0
103,670,1900-03-22,14:49:28,1,1,3,1900-03-22,14:55:02,0,0,0,5,0,0,0,0,0
104,670,1900-03-22,14:49:28,0,1,4,1900-03-22,14:55:02,0,0,0,1,0,0,0,0,0
105,670,1900-03-22,14:49:28,0,0,5,1900-03-22,14:55:02,0,0,0,0,0,0,0,0,0
106,671,1900-03-22,14:51:25,0,0,5,1900-03-22,14:55:02,0,0,0,0,0,0,0,0,0
107,672,1900-03-22,14:55:09,0,1,4,1900-03-22,14:55:15,0,0,1,0,0,0,0,0,0
108,673,1900-03-22,14:58:45,0,3,2,1900-03-22,14:58:30,0,1,0,0,0,0,0,0,0
109,675,1900-03-22,16:22:57,3,1,1,1900-03-22,16:22:24,0,0,0,3,0,0,0,0,2
110,675,1900-03-22,16:22:57,2,2,1,1900-03-22,16:22:24,2,2,0,1,0,0,0,0,0
111,675,1900-03-22,16:22:57,2,1,2,1900-03-22,16:22:24,0,0,0,0,0,0,0,0,0
112,676,1900-03-22,16:33:47,0,1,4,1900-03-22,16:40:11,1,0,0,3,0,0,0,0,1
113,676,1900-03-22,16:33:47,0,0,5,1900-03-22,16:40:11,0,0,0,0,0,0,1,0,0
114,677,1900-03-22,16:35:32,0,0,5,1900-03-22,16:40:11,0,0,0,0,0,0,0,0,0
115,678,1900-03-22,16:36:29,0,0,5,1900-03-22,16:40:11,0,0,0,0,0,0,0,0,0
116,679,1900-03-22,16:37:58,0,0,5,1900-03-22,16:40:11,0,0,0,0,0,0,0,0,0
117,680,1900-03-22,16:40:44,1,2,2,1900-03-22,16:40:40,1,1,0,0,1,1,1,0,0
118,681,1900-03-22,16:42:25,0,0,5,1900-03-22,16:42:19,0,1,0,1,1,1,0,0,0
119,682,1900-03-22,16:43:11,0,4,1,1900-03-22,16:43:11,0,0,0,0,2,2,0,0,0
120,683,1900-03-22,16:43:55,0,4,1,1900-03-22,16:43:56,0,0,0,0,0,0,1,0,0
121,684,1900-03-22,16:45:09,0,2,3,1900-03-22,16:45:01,0,1,0,2,0,0,0,0,1
122,685,1900-03-22,16:46:28,1,2,2,1900-03-22,16:46:42,2,1,1,1,0,0,0,0,0
123,686,1900-03-22,16:47:49,0,1,4,1900-03-22,16:47:47,0,0,0,0,2,2,0,0,0
124,687,1900-03-22,16:48:38,0,2,3,1900-03-22,16:48:23,0,0,0,0,1,1,0,0,0
125,688,1900-03-22,16:49:46,0,2,3,1900-03-22,16:49:22,0,0,0,0,1,1,0,0,0
126,689,1900-03-22,16:51:42,0,0,5,1900-03-22,16:52:10,0,1,0,1,0,0,0,0,0
127,690,1900-03-22,16:53:20,1,1,3,1900-03-22,16:52:55,0,1,0,0,0,0,0,0,0
128,691,1900-03-22,16:54:00,0,3,2,1900-03-22,16:53:56,0,0,0,0,1,1,0,0,0
129,692,1900-03-22,16:56:49,0,0,5,1900-03-22,16:54:15,0,0,0,0,0,0,0,0,1
130,693,1900-03-22,17:02:32,0,1,4,1900-03-22,17:05:22,0,0,0,0,0,0,0,0,1
131,694,1900-03-22,17:05:06,0,0,5,1900-03-22,17:05:22,0,0,0,0,0,0,0,0,0
132,695,1900-03-22,17:06:18,0,3,2,1900-03-22,17:05:55,0,0,0,0,1,1,0,0,1
133,696,1900-03-22,17:07:22,1,2,2,1900-03-22,17:07:03,1,0,0,2,0,0,0,0,0
134,697,1900-03-22,17:10:35,0,0,5,1900-03-22,17:12:13,0,0,0,1,0,0,0,0,0
135,698,1900-03-22,17:12:36,0,1,4,1900-03-22,17:12:13,0,0,0,0,0,0,0,0,0
136,699,1900-03-22,17:33:16,0,1,4,1900-03-22,17:34:00,0,1,0,0,2,2,0,0,3
137,699,1900-03-22,17:33:16,0,0,5,1900-03-22,17:34:00,0,1,0,0,0,0,0,0,0
138,699,1900-03-22,17:33:16,0,1,4,1900-03-22,17:34:00,0,0,0,0,0,0,0,0,0
139,700,1900-03-22,17:34:29,0,3,2,1900-03-22,17:34:00,0,0,0,0,0,0,0,0,0
140,703,1900-03-24,13:54:17,0,3,2,1900-03-24,13:54:19,2,3,0,0,0,0,0,0,0
141,704,1900-03-24,13:55:22,2,2,1,1900-03-24,13:55:15,1,1,0,0,0,0,0,0,0
142,721,1900-03-24,14:23:40,0,2,3,1900-03-24,14:28:06,0,0,0,0,0,0,0,0,0
143,721,1900-03-24,14:23:40,0,0,5,1900-03-24,14:28:06,2,0,0,3,0,0,0,0,0
144,728,1900-03-24,14:32:00,2,0,3,1900-03-24,14:31:07,2,1,0,2,0,0,0,0,0
145,728,1900-03-24,14:32:00,2,2,1,1900-03-24,14:31:07,2,1,0,0,0,0,0,0,0
146,733,1900-03-24,14:35:14,0,3,2,1900-03-24,14:34:27,1,3,0,0,0,0,0,0,0
