Doorway,Reviewer,Date,Event Time,Ins,Outs,Passby_near,Passby_far,Linger,Multi(IN),Multi(OUT),Multi(Passby),Comments
Doorway W1,Eric,26-Mar,3:19:54 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,3:19:54 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,3:21:54 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,3:23:39 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,3:25:03 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,3:25:30 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,3:26:55 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,3:26:59 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,3:28:32 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,3:29:14 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,3:30:22 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,3:33:35 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,3:35:49 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,3:46:45 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,3:53:27 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,3:56:49 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,3:57:37 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,3:57:39 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,4:01:06 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,4:05:35 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,4:07:35 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,4:12:48 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,4:16:06 PM,1,,,,,,,,
