LabelType,Recover#,TimeDiff,BSidx,BSrecord#,DateTime,PktID,Validity,Total,Ins,Outs,Passbys,gtIdx,DateTime,gtIns,gtOuts,gtPb_near,gt_Pb_far,gtlinger,gtMultiIns,gtMultiOuts,gtMultiPbs
Null,0,,,,,,,,,,,195,1900-03-20 11:10:21,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,196,1900-03-20 11:14:41,0,1,0,0,0,0,0,0
Null,0,,,,,,,,,,,197,1900-03-20 11:25:17,0,0,1,0,0,0,0,0
Null,0,,,,,,,,,,,198,1900-03-20 11:26:56,0,0,1,0,0,0,0,0
Null,0,,,,,,,,,,,199,1900-03-20 11:28:47,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,200,1900-03-20 11:31:20,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,201,1900-03-20 11:39:35,0,0,0,0,1,0,0,0
Null,0,,,,,,,,,,,202,1900-03-20 11:39:46,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,203,1900-03-20 11:39:55,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,204,1900-03-20 11:40:10,0,0,0,0,1 (7 seconds),0,0,0
Null,0,,,,,,,,,,,205,1900-03-20 11:40:17,0,1,0,0,0,0,0,0
Null,0,,,,,,,,,,,206,1900-03-20 11:40:22,0,0,0,0,1,0,0,0
Null,0,,,,,,,,,,,207,1900-03-20 11:40:34,0,0,0,0,1 (entire video),0,0,0
Null,0,,,,,,,,,,,208,1900-03-20 11:41:34,0,0,0,0,1 (15 seconds),0,0,0
Null,0,,,,,,,,,,,209,1900-03-20 11:41:49,0,1,0,0,0,0,0,0
Null,0,,,,,,,,,,,210,1900-03-20 11:42:07,0,1,0,0,0,0,0,0
Null,0,,,,,,,,,,,211,1900-03-20 11:47:12,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,212,1900-03-20 11:47:49,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,213,1900-03-20 11:52:23,0,0,1,0,0,0,0,0
CONFIRMED,3,11.0,39,571,1900-03-20 11:52:45,2,Valid,5,2,1,2,214,1900-03-20 11:52:34,0,0,1,0,0,0,0,0
Null,0,,,,,,,,,,,215,1900-03-20 12:10:36,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,216,1900-03-20 12:16:47,0,0,1,0,0,0,0,0
Null,0,,,,,,,,,,,217,1900-03-20 12:17:34,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,218,1900-03-20 12:20:41,0,0,0,0,1 (45 seconds),0,0,0
Null,0,,,,,,,,,,,219,1900-03-20 12:24:40,0,0,0,0,1,0,0,0
FPpkt,2,,40,572,1900-03-20 12:27:28,0,Valid,5,1,4,0,,,,,,,,,,
FPpkt,1,,42,573,1900-03-20 12:29:04,2,Valid,5,0,2,3,,,,,,,,,,
