LabelType,TimeDiff,BSidx,BSrecord#,Date,Time,PktID,Validity,Total,Ins,Outs,Passbys,gtIdx,Date,Time,gtIns,gtOuts,gtPb_near,gt_Pb_far,gtlinger,gtMultiIns,gtMultiOuts,gtMultiPbs
Null,,,,,,,,,,,,554,19-Mar,12:33:35 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,555,19-Mar,12:33:44 PM,0,1,0,1,0,0,0,0
Null,,,,,,,,,,,,556,19-Mar,12:33:48 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,557,19-Mar,12:34:30 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,558,19-Mar,12:34:40 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,559,19-Mar,12:34:50 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,560,19-Mar,12:35:00 PM,0,0,0,1,0,0,0,0
CONFIRMED,3.0,110,364,19-Mar,12:35:18 PM,1,Valid,5,0,2,3,561,19-Mar,12:35:15 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,562,19-Mar,12:36:24 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,563,19-Mar,12:39:03 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,564,19-Mar,1:26:05 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,565,19-Mar,1:34:09 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,566,19-Mar,1:34:38 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,567,19-Mar,2:06:36 PM,0,0,0,0,1 (40 seconds),0,0,0
Null,,,,,,,,,,,,568,19-Mar,2:07:15 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,569,19-Mar,2:07:31 PM,0,0,0,0,1,0,0,0
Null,,,,,,,,,,,,570,19-Mar,2:07:36 PM,0,0,0,0,1 (entire video),0,0,0
Null,,,,,,,,,,,,571,19-Mar,2:08:41 PM,1,1,0,0,0,0,0,0
Null,,,,,,,,,,,,572,19-Mar,2:08:46 PM,0,0,0,0,1 (7 seconds),0,0,0
CONFIRMED,3.0,114,368,19-Mar,2:08:55 PM,5,Valid,5,0,3,2,573,19-Mar,2:08:52 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,574,19-Mar,2:22:19 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,575,19-Mar,2:22:24 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,576,19-Mar,2:22:46 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,577,19-Mar,2:34:58 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,578,19-Mar,2:37:15 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,579,19-Mar,2:42:10 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,580,19-Mar,2:44:40 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,581,19-Mar,2:58:09 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,582,19-Mar,3:23:43 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,583,19-Mar,3:53:23 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,584,19-Mar,3:56:34 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,585,19-Mar,3:56:55 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,586,19-Mar,4:00:33 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,587,19-Mar,4:06:46 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,588,19-Mar,4:09:19 PM,0,0,0,0,0,0,0,0
Null,,,,,,,,,,,,589,19-Mar,4:09:23 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,590,19-Mar,4:52:55 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,591,19-Mar,4:54:52 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,592,19-Mar,4:55:16 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,593,19-Mar,4:55:31 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,594,19-Mar,5:10:32 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,595,19-Mar,6:00:03 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,596,19-Mar,6:00:28 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,597,19-Mar,6:03:49 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,598,19-Mar,6:05:12 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,599,19-Mar,6:26:54 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,600,19-Mar,6:27:10 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,601,19-Mar,8:24:55 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,602,19-Mar,10:11:33 PM,0,0,0,0,0,1,0,0
Null,,,,,,,,,,,,603,19-Mar,10:16:25 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,604,19-Mar,10:30:03 PM,0,0,0,0,1 (entire video),0,0,0
Null,,,,,,,,,,,,605,19-Mar,10:30:18 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,606,19-Mar,10:31:03 PM,0,0,0,0,1 (entire video),0,0,0
Null,,,,,,,,,,,,607,19-Mar,10:32:23 PM,0,0,0,0,1 (entire video),0,0,0
Null,,,,,,,,,,,,608,19-Mar,10:33:47 PM,0,0,0,0,1,0,0,0
Null,,,,,,,,,,,,609,19-Mar,10:40:57 PM,0,0,0,0,1,0,0,0
Null,,,,,,,,,,,,610,19-Mar,10:41:42 PM,0,0,0,0,1,0,0,0
Null,,,,,,,,,,,,611,19-Mar,10:42:03 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,612,19-Mar,10:43:12 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,613,19-Mar,10:45:40 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,614,19-Mar,10:45:49 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,615,19-Mar,10:45:59 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,616,19-Mar,10:46:09 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,617,19-Mar,10:47:46 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,618,19-Mar,10:47:59 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,619,19-Mar,10:48:14 PM,0,1,0,0,0,0,0,0
CONFIRMED,9.0,125,538,19-Mar,10:48:37 PM,1,Valid,5,3,2,0,620,19-Mar,10:48:28 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,621,19-Mar,10:53:53 PM,0,0,0,0,0,0,1,0
Null,,,,,,,,,,,,622,20-Mar,8:39:11 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,623,20-Mar,9:03:29 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,624,20-Mar,9:04:12 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,625,20-Mar,9:04:24 AM,0,0,0,0,1,0,0,0
CONFIRMED,15.0,126,543,20-Mar,9:04:51 AM,0,Valid,5,0,2,3,626,20-Mar,9:04:36 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,627,20-Mar,9:06:36 AM,0,0,0,0,1 (35 seconds),0,0,0
Null,,,,,,,,,,,,628,20-Mar,9:07:09 AM,0,1,0,0,0,0,0,0
CONFIRMED,10.0,127,552,20-Mar,9:10:00 AM,1,Valid,5,1,3,1,629,20-Mar,9:09:50 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,630,20-Mar,9:21:00 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,631,20-Mar,9:51:34 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,632,20-Mar,10:01:37 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,633,20-Mar,10:03:40 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,634,20-Mar,10:04:00 AM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,635,20-Mar,10:32:41 AM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,636,20-Mar,10:33:38 AM,0,0,0,0,0,0,0,1
Null,,,,,,,,,,,,637,20-Mar,10:35:20 AM,0,0,0,0,0,0,0,1
Null,,,,,,,,,,,,638,20-Mar,10:35:25 AM,0,0,1,0,0,0,0,0
CONFIRMED,8.0,130,570,20-Mar,10:38:53 AM,5,Valid,5,2,0,3,639,20-Mar,10:38:45 AM,0,0,0,0,0,0,0,1
Null,,,,,,,,,,,,640,20-Mar,10:41:43 AM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,641,20-Mar,10:45:43 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,642,20-Mar,10:46:31 AM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,643,20-Mar,10:47:30 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,644,20-Mar,10:47:48 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,645,20-Mar,10:48:04 AM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,646,20-Mar,10:51:02 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,647,20-Mar,11:05:07 AM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,648,20-Mar,11:05:22 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,649,20-Mar,11:10:21 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,650,20-Mar,11:14:41 AM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,651,20-Mar,11:25:17 AM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,652,20-Mar,11:26:56 AM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,653,20-Mar,11:28:47 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,654,20-Mar,11:31:20 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,655,20-Mar,11:39:35 AM,0,0,0,0,1,0,0,0
Null,,,,,,,,,,,,656,20-Mar,11:39:46 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,657,20-Mar,11:39:55 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,658,20-Mar,11:40:10 AM,0,0,0,0,1 (7 seconds),0,0,0
Null,,,,,,,,,,,,659,20-Mar,11:40:17 AM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,660,20-Mar,11:40:22 AM,0,0,0,0,1,0,0,0
Null,,,,,,,,,,,,661,20-Mar,11:40:34 AM,0,0,0,0,1 (entire video),0,0,0
Null,,,,,,,,,,,,662,20-Mar,11:41:34 AM,0,0,0,0,1 (15 seconds),0,0,0
Null,,,,,,,,,,,,663,20-Mar,11:41:49 AM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,664,20-Mar,11:42:07 AM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,665,20-Mar,11:47:12 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,666,20-Mar,11:47:49 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,667,20-Mar,11:52:23 AM,0,0,1,0,0,0,0,0
CONFIRMED,11.0,133,571,20-Mar,11:52:45 AM,2,Valid,5,2,1,2,668,20-Mar,11:52:34 AM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,669,20-Mar,12:10:36 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,670,20-Mar,12:16:47 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,671,20-Mar,12:17:34 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,672,20-Mar,12:20:41 PM,0,0,0,0,1 (45 seconds),0,0,0
Null,,,,,,,,,,,,673,20-Mar,12:24:40 PM,0,0,0,0,1,0,0,0
CONFIRMED,16.0,136,573,20-Mar,12:29:04 PM,2,Valid,5,0,2,3,674,20-Mar,12:29:20 PM,0,0,0,0,1 (30 seconds),0,0,0
Null,,,,,,,,,,,,675,20-Mar,12:29:51 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,676,20-Mar,12:30:46 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,677,20-Mar,12:37:17 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,678,20-Mar,12:44:39 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,679,20-Mar,12:46:36 PM,1,0,0,0,0,0,0,0
CONFIRMED,11.0,139,575,20-Mar,12:47:03 PM,2,Valid,5,1,1,3,680,20-Mar,12:46:52 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,681,20-Mar,1:08:46 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,682,20-Mar,1:25:18 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,683,20-Mar,1:26:18 PM,0,0,0,0,0,0,0,1
Null,,,,,,,,,,,,684,20-Mar,1:26:53 PM,0,0,0,0,0,1,0,0
Null,,,,,,,,,,,,685,20-Mar,1:27:57 PM,0,0,0,0,1 (8 seconds),0,0,0
CONFIRMED,8.0,141,607,20-Mar,1:27:13 PM,1,Valid,5,1,2,2,686,20-Mar,1:27:05 PM,0,0,0,0,0,0,1,0
Null,,,,,,,,,,,,687,20-Mar,1:27:38 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,688,20-Mar,1:28:34 PM,0,0,0,1,0,0,0,0
CONFIRMED,4.0,142,608,20-Mar,1:31:30 PM,2,Valid,5,1,2,2,689,20-Mar,1:31:26 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,690,20-Mar,1:34:42 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,691,20-Mar,1:38:56 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,692,20-Mar,1:39:20 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,693,20-Mar,1:39:37 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,694,20-Mar,1:46:58 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,695,20-Mar,1:47:06 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,696,20-Mar,1:47:32 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,697,20-Mar,1:50:40 PM,0,0,0,1,0,0,0,0
CONFIRMED,19.0,144,609,20-Mar,1:59:49 PM,1,Valid,5,1,1,3,698,20-Mar,1:59:30 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,699,20-Mar,2:05:16 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,700,20-Mar,2:06:22 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,701,20-Mar,2:07:19 PM,0,0,0,0,0,0,1,0
Null,,,,,,,,,,,,702,20-Mar,2:11:15 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,703,20-Mar,2:16:14 PM,0,0,0,0,1,0,0,0
Null,,,,,,,,,,,,704,20-Mar,2:19:22 PM,0,0,0,0,1 (15 seconds),0,0,0
Null,,,,,,,,,,,,705,20-Mar,2:19:45 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,706,20-Mar,2:25:32 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,707,20-Mar,2:35:53 PM,0,0,0,0,1 (23 seconds),0,0,0
Null,,,,,,,,,,,,708,20-Mar,2:36:16 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,709,20-Mar,2:50:03 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,710,20-Mar,2:47:02 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,711,20-Mar,2:57:38 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,712,20-Mar,3:01:50 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,713,20-Mar,3:11:36 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,714,20-Mar,3:21:46 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,715,20-Mar,3:21:50 PM,0,0,0,0,1 (60 seconds),0,0,0
Null,,,,,,,,,,,,716,20-Mar,3:25:00 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,717,20-Mar,3:25:40 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,718,20-Mar,3:28:08 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,719,20-Mar,3:28:28 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,720,20-Mar,4:51:24 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,721,20-Mar,4:53:36 PM,0,0,0,1,0,0,0,0
CONFIRMED,8.0,151,612,20-Mar,4:58:43 PM,11,Valid,5,0,1,4,722,20-Mar,4:58:35 PM,0,0,0,0,1 (25 seconds),0,0,0
Null,,,,,,,,,,,,723,20-Mar,4:59:00 PM,0,1,0,0,0,0,0,0
CONFIRMED,4.0,152,613,20-Mar,4:59:32 PM,12,Valid,5,1,3,1,724,20-Mar,4:59:28 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,725,20-Mar,5:00:11 PM,0,1,0,0,0,0,0,0
CONFIRMED,10.0,155,616,20-Mar,5:20:43 PM,15,Valid,5,0,2,3,726,20-Mar,5:20:33 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,727,20-Mar,5:22:17 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,728,21-Mar,7:49:04 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,729,21-Mar,8:00:19 AM,0,0,0,0,1 (entire video),0,0,0
Null,,,,,,,,,,,,730,21-Mar,8:00:38 AM,0,0,0,0,1 (10 seconds),0,0,0
Null,,,,,,,,,,,,731,21-Mar,8:00:49 AM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,732,21-Mar,8:06:34 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,733,21-Mar,8:08:03 AM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,734,21-Mar,8:08:16 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,735,21-Mar,8:08:33 AM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,736,21-Mar,8:08:53 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,737,21-Mar,8:09:24 AM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,738,21-Mar,8:09:52 AM,1,0,0,0,0,0,0,0
CONFIRMED,9.0,157,629,21-Mar,8:10:38 AM,1,Valid,5,2,3,0,739,21-Mar,8:10:29 AM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,740,21-Mar,8:10:48 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,741,21-Mar,8:11:53 AM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,742,21-Mar,8:12:45 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,743,21-Mar,8:13:11 AM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,744,21-Mar,8:18:23 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,745,21-Mar,8:19:02 AM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,746,21-Mar,10:45:50 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,747,21-Mar,10:46:32 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,748,21-Mar,11:04:18 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,749,21-Mar,11:19:37 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,750,21-Mar,11:54:14 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,751,21-Mar,11:58:50 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,752,21-Mar,11:59:40 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,753,21-Mar,12:00:00 PM,0,0,0,1,0,0,0,0
CONFIRMED,14.0,160,641,21-Mar,12:03:15 PM,7,Valid,5,1,1,3,754,21-Mar,12:03:01 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,755,21-Mar,12:03:44 PM,0,0,0,0,1 (7 seconds),0,0,0
Null,,,,,,,,,,,,756,21-Mar,12:03:59 PM,1,0,0,0,0,0,0,0
CONFIRMED,13.0,161,642,21-Mar,12:04:19 PM,8,Valid,5,1,1,3,757,21-Mar,12:04:06 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,758,21-Mar,12:04:38 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,759,21-Mar,12:29:30 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,760,21-Mar,12:29:46 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,761,21-Mar,12:30:34 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,762,21-Mar,12:36:54 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,763,21-Mar,12:37:00 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,764,21-Mar,12:56:39 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,765,21-Mar,1:00:56 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,766,21-Mar,1:01:12 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,767,21-Mar,1:01:20 PM,0,1,0,0,0,0,0,0
CONFIRMED,1.0,163,643,21-Mar,1:01:38 PM,1,Valid,5,3,1,1,768,21-Mar,1:01:37 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,769,21-Mar,1:29:47 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,770,21-Mar,1:29:52 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,771,21-Mar,1:30:10 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,772,21-Mar,1:35:00 PM,0,1,0,0,1 (10 seonds),0,0,0
Null,,,,,,,,,,,,773,21-Mar,1:35:14 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,774,21-Mar,1:35:18 PM,1,0,0,0,0,0,0,0
CONFIRMED,4.0,172,651,21-Mar,1:53:44 PM,7,Valid,5,1,1,3,775,21-Mar,1:53:40 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,776,21-Mar,2:04:30 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,777,21-Mar,2:04:43 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,778,21-Mar,2:14:28 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,779,21-Mar,2:16:28 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,780,21-Mar,2:30:11 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,781,21-Mar,2:36:30 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,782,21-Mar,2:36:55 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,783,21-Mar,2:44:20 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,784,21-Mar,2:44:41 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,785,21-Mar,2:51:30 PM,1,0,0,0,0,0,0,0
