Record#,Date,Time Stamp,Packet#,Validity,Total,Ins,Outs,Passby
1757,1-Apr,12:04:37 PM,20,Valid,5,1,3,1
1759,1-Apr,12:05:08 PM,21,Valid,5,3,2,0
1761,1-Apr,12:07:27 PM,22,Valid,5,2,1,2
1766,1-Apr,12:13:16 PM,23,Valid,5,1,0,4
1770,1-Apr,12:23:05 PM,24,Valid,5,0,1,4
1773,1-Apr,12:33:52 PM,25,Valid,5,0,0,5
1776,1-Apr,12:41:43 PM,26,Valid,5,0,0,5
1791,1-Apr,2:22:55 PM,27,Valid,5,0,0,5
1791,1-Apr,2:22:55 PM,28,Valid,5,1,2,2
1791,1-Apr,2:22:55 PM,29,Valid,5,2,1,2
1797,1-Apr,2:28:35 PM,0,Valid,5,1,0,4
1807,1-Apr,3:35:13 PM,2,Valid,5,1,1,3
1807,1-Apr,3:35:13 PM,3,Valid,5,2,1,2
1807,1-Apr,3:35:13 PM,4,Valid,5,4,1,0
