12/8/22 6:52:00,GT,,Waldo,EnOcean,if match,if not match,if match,if not match,,,,,ins ,in  correct,in incorrect,,outs,out correct,out incorrect
12/16/22 13:37:53,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/16/22 13:38:08,out,,out,,,,OUT,,,miss,,,,,,,,,
12/16/22 13:46:01,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/16/22 13:46:39,out,"janitor walks out with broom, otherwise normal",out,,,,OUT,,,miss,,,,,,,,,
12/16/22 13:59:10,in/linger/in,"janitor walks in with broom, lingers to sweep under the sensor, then continues in, about 8 seconds",in/in,hit,,,,,,hit,,,,,,,,,
12/16/22 14:08:49,pbin/out,"sensor might catch a pbin, but all you see in the camera is the scuffmark scraper, then the janitor continues to walk out normally, about 7 seconds for both of these things, but it might only catch the out",pbout,hit,,,,,,hit,,,,,,,,,
12/16/22 14:09:50,in,,in,,IN,,,,,miss,,,,,,,,,
12/16/22 14:23:53,out,"janitor walks out with broom, otherwise normal",pbout,hit,,,,nope,,hit,,,,,,,,,
12/16/22 14:24:14,out/linger/out,"man goes out, pauses at the trash can, then continues out, about 5 seconds",pbout/out/pbout,,,,,,,miss,,,,,,,,,
12/16/22 14:25:50,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/16/22 14:35:18,out,,in,hit,,,,nope,,hit,,,,,,,,,
12/16/22 14:36:40,in,,in,,IN,,,,,miss,,,,,,,,,
12/16/22 14:38:28,in,"two people walk in in quick succession of each other, about a second apart, lasts 4 seconds",in,hit,IN,,,,,hit,,,,,,,,,
12/16/22 14:38:57,out,"two people walk out in quick succession of each other, about a second apart, lasts 4 seconds",out,,,,OUT,,,miss,,,,,,,,,
12/16/22 14:52:39,out/linger/in,"man goes out, pauses at the trash can, then switches back to in, about 8 seconds",out/in,hit,,,,,,hit,,,,,,,,,
12/16/22 14:55:36,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/16/22 15:15:49,out,Simeon,out,hit,,,OUT,,,hit,,,,,,,,,
12/16/22 15:17:19,in,Dr. Dean,in,,IN,,,,,miss,,,,,,,,,
12/16/22 15:33:06,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/16/22 15:34:57,in,,in,,IN,,,,,miss,,,,,,,,,
12/16/22 15:37:24,in,"man begins walking in, kickes his leg as he pauses slightly, then continues in, about 5 seconds",in,hit,IN,,,,,hit,,,,,,,,,
12/16/22 15:37:40,out,,out,,,,OUT,,,miss,,,,,,,,,
12/16/22 15:38:45,out,"two people walk out in quick succession of each other, about a second apart, lasts 4 seconds",out,,,,OUT,,,miss,,,,,,,,,
12/16/22 15:49:15,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/16/22 15:49:27,out,,pbout,,,,,nope,,miss,,,,,,,,,
12/16/22 17:33:08,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/16/22 17:35:58,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/16/22 18:45:03,out/in,"person looks to be going out, goes under sensor to throw away trash, then goes back in, about 4 seconds",in,hit,,,,,,hit,,,,,,,,,
12/16/22 18:46:05,out,,out,,,,OUT,,,miss,,,,,,,,,
12/16/22 22:09:10,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/16/22 22:21:07,pbout/out,"person looks to be going out, gets under the sensor then switchesback and exits",pbout,hit,,,,,,hit,,,,,,,,,
12/18/22 14:22:42,pbout,"pbout on the far side, video only catches a shoe of person by recycling can, but a shadow is cast",,hit,,,,,,hit,,,,,,,,,
12/18/22 14:22:45,pbout/no_event,"same as the prior on, but then the subject leaves off camera",,,,,,,,miss,,,,,,,,,
12/18/22 14:26:16,pbout,"pbout on the far side, video only catches a shoe of person by recycling can, but a shadow is cast",,hit,,,,,,hit,,,,,,,,,
12/18/22 14:26:19,linger,"same person as last event lingering by the recycling cans, about 2 seconds",,,,,,,,miss,,,,,,,,,
12/18/22 14:26:21,linger,"same person as last event lingering by the recycling cans, about 2 seconds",,,,,,,,miss,,,,,,,,,
12/18/22 14:26:30,pbout/no_event,"same as the prior on, but then the subject leaves off camera",,,,,,,,miss,,,,,,,,,
12/19/22 7:01:30,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/19/22 7:03:17,out,,out,,,,OUT,,,miss,,,,,,,,,
12/19/22 7:05:05,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/19/22 7:54:22,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/19/22 8:48:38,in,"janitor walking slowly carrying a broom, otherwise normal",in,hit,IN,,,,,hit,,,,,,,,,
12/19/22 8:49:53,out,,out,,,,OUT,,,miss,,,,,,,,,
12/19/22 9:00:54,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/19/22 9:04:31,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/19/22 9:04:59,out,,pbin,,,,,nope,,miss,,,,,,,,,
12/19/22 9:05:49,in,,in,,IN,,,,,miss,,,,,,,,,
12/19/22 9:13:35,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/19/22 9:15:51,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/19/22 9:22:49,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/19/22 9:28:47,out,"two people go out the door in relatively quick succession, a couple of seconds between each other, but both do it in about 5 seconds",out,hit,,,OUT,,,hit,,,,,,,,,
12/19/22 9:48:06,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/19/22 9:49:17,out,two people go out the door together at the same time,out,,,,OUT,,,miss,,,,,,,,,
12/19/22 9:51:34,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/19/22 9:54:23,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/19/22 9:56:38,in/linger/in,"man starts to come in, pauses at the trash can, then continues in, about 4 seconds",in,hit,,,,,,hit,,,,,,,,,
12/19/22 9:59:39,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/19/22 10:05:29,out,"student on phone, going out slowly, within event window",out,hit,,,OUT,,,hit,,,,,,,,,
12/19/22 10:10:10,out,Jacob,out,hit,,,OUT,,,hit,,,,,,,,,
12/19/22 10:10:58,in,Jacob,in,,IN,,,,,miss,,,,,,,,,
12/19/22 10:11:52,out,Jacob,out,,,,OUT,,,miss,,,,,,,,,
12/19/22 10:12:40,in,Jacob,in,hit,IN,,,,,hit,,,,,,,,,
12/19/22 10:13:36,out,Jacob,out,,,,OUT,,,miss,,,,,,,,,
12/19/22 10:19:25,in,Jacob,in,hit,IN,,,,,hit,,,,,,,,,
12/19/22 10:22:08,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/19/22 10:22:49,out,,out,,,,OUT,,,miss,,,,,,,,,
12/19/22 10:24:19,pbout,"near pbout, janitor steps in to check level of trash then exits back on the out side, about 4 seconds",in,hit,,,,,,hit,,,,,,,,,
12/19/22 10:29:51,pbout/no_event,slight shadow of someone casting a shadow off screen when they throw something away in the recycling (might not be caught by the sensor),pbout,hit,,,,,,hit,,,,,,,,,
12/19/22 10:37:35,in,"two people come in in quick succession, one right after the other, both going in",in,hit,IN,,,,,hit,,,,,,,,,
12/19/22 11:36:48,in,"janitor walking slowly carrying a broom, otherwise normal",in,hit,IN,,,,,hit,,,,,,,,,
12/19/22 11:38:49,out,"janitor walking slowly carrying a broom, otherwise normal",pbout,hit,,,,nope,,hit,,,,,,,,,
12/19/22 11:45:17,in/linger/pbin,"janitor walking in, lingering under doowway to clean scuff marks off the floor, then continues in, about 16 seconds",in/in,hit,,,,,,hit,,,,,,,,,
12/19/22 11:45:35,pbin,likely janitor foot still cleaning from out of camera view,,,,,,,,miss,,,,,,,,,
12/19/22 11:45:37,pbin/no_event,likely janitor foot still cleaning from out of camera view then leaving,,,,,,,,miss,,,,,,,,,
12/19/22 11:46:15,out,,pbout,,,,,nope,,miss,,,,,,,,,
12/19/22 12:11:11,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/19/22 12:13:55,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/19/22 12:15:26,no_event/pbout,shadow from the start of the next event caught on very edge of video,,,,,,,,miss,,,,,,,,,
12/19/22 12:15:30,in,,,,,nope,,,,miss,,,,,,,,,
12/19/22 12:17:24,out,,,hit,,,,nope,,hit,,,,,,,,,
12/19/22 12:18:58,out/linger/out,"man goes out, pauses by the trash can, then continues out, about 6 seconds",,,,,,,,miss,,,,,,,,,
12/19/22 12:20:50,in,,,hit,,nope,,,,hit,,,,,,,,,
12/19/22 12:25:20,out,Jacob,,hit,,,,nope,,hit,,,,,,,,,
12/19/22 12:45:37,in,,,hit,,nope,,,,hit,,,,,,,,,
12/19/22 12:51:57,out,,,hit,,,,nope,,hit,,,,,,,,,
12/19/22 13:48:27,out,,,hit,,,,nope,,hit,,,,,,,,,
12/19/22 13:48:37,in,quickly,,,,nope,,,,miss,,,,,,,,,
12/19/22 13:48:55,out,,,,,,,nope,,miss,,,,,,,,,
12/19/22 13:57:49,in,"lady comes in with boxes, otherwise normal",,hit,,nope,,,,hit,,,,,,,,,
12/19/22 13:58:17,out,,,,,,,nope,,miss,,,,,,,,,
12/19/22 14:01:58,in,,,hit,,nope,,,,hit,,,,,,,,,
12/19/22 15:13:09,in,"two people come in in quick succession, one right after the other, both going in",,hit,,nope,,,,hit,,,,,,,,,
12/19/22 15:15:56,out,two people go out the door together at the same time,,hit,,,,nope,,hit,,,,,,,,,
12/19/22 15:33:59,in,,,hit,,nope,,,,hit,,,,,,,,,
12/19/22 15:54:48,out,"slowly carrying a big box, but otherwise normal",,hit,,,,nope,,hit,,,,,,,,,
12/19/22 16:09:52,out,,,hit,,,,nope,,hit,,,,,,,,,
12/19/22 16:12:28,in,,,hit,,nope,,,,hit,,,,,,,,,
12/20/22 7:17:06,no_event,slight shadow on the pbout side breifly ,,,,,,,,miss,,,,,,,,,
12/20/22 7:58:30,out/linger/in,"lady goes out to dump something in the trash then comes back in, about 6 seconds",,hit,,,,,,hit,,,,,,,,,
12/20/22 8:57:29,in,,,hit,,nope,,,,hit,,,,,,,,,
12/20/22 9:03:26,out,,,hit,,,,nope,,hit,,,,,,,,,
12/20/22 9:35:49,out,,,hit,,,,nope,,hit,,,,,,,,,
12/20/22 9:40:24,in,,,hit,,nope,,,,hit,,,,,,,,,
12/20/22 9:42:39,in/linger/in,guy almost switches back but then continues in,,hit,,,,,,hit,,,,,,,,,
12/20/22 9:44:25,out,,,,,,,nope,,miss,,,,,,,,,
12/20/22 11:05:25,in,,,hit,,nope,,,,hit,,,,,,,,,
12/20/22 11:07:56,out,two people go through the doorway together at the same time,,hit,,,,nope,,hit,,,,,,,,,
12/20/22 11:15:30,in,,,hit,,nope,,,,hit,,,,,,,,,
12/20/22 11:23:59,out,,,hit,,,,nope,,hit,,,,,,,,,
12/20/22 11:46:44,in,,,hit,,nope,,,,hit,,,,,,,,,
12/20/22 11:50:13,out,,,hit,,,,nope,,hit,,,,,,,,,
12/20/22 12:01:30,in,two people go through the doorway together at the same time,,hit,,nope,,,,hit,,,,,,,,,
12/20/22 12:04:29,out,"two people exit in quick succession, both going out, about 3 seconds",,hit,,,,nope,,hit,,,,,,,,,
12/20/22 12:13:12,out,,,hit,,,,nope,,hit,,,,,,,,,
12/20/22 12:16:21,in,"going in carrying a box, otherwise normal",,hit,,nope,,,,hit,,,,,,,,,
12/20/22 12:18:03,out/linger/out,"lady goes through the doorway to throw away the box then lingers on the pbout side the finally continues out, about 14 seconds",,,,,,,,miss,,,,,,,,,
12/20/22 12:21:08,in,,,hit,,nope,,,,hit,,,,,,,,,
12/20/22 13:20:18,in,,,hit,,nope,,,,hit,,,,,,,,,
12/20/22 13:24:01,out,,,hit,,,,nope,,hit,,,,,,,,,
12/20/22 13:29:16,in,"janitor walking slow carrying a broom, otheriwse normal",,hit,,nope,,,,hit,,,,,,,,,
12/20/22 13:30:15,out,"janitor walking slow carrying a broom, otheriwse normal",,,,,,nope,,miss,,,,,,,,,
12/20/22 14:25:52,out/linger/out,"lady goes out, lingers a good bit to throw out her trash, then continues out, about 21 seconds",,hit,,,,,,hit,,,,,,,,,
12/20/22 14:27:11,in,"janitor walking slow carrying a broom, otheriwse normal",,,,nope,,,,miss,,,,,,,,,
12/20/22 14:29:00,out,"janitor walking slow carrying a broom, otheriwse normal",,hit,,,,nope,,hit,,,,,,,,,
12/20/22 14:29:54,pbout,"woman comes towards in but stops to throw out trash, about 5 seconds",,,,,,,,miss,,,,,,,,,
12/20/22 14:30:00,pbout/linger,"woman standing at the trash, couple of seconds",,,,,,,,miss,,,,,,,,,
12/20/22 14:30:03,pbout/linger,"woman standing at the trash, couple of seconds",,,,,,,,miss,,,,,,,,,
12/20/22 14:30:04,pbout/linger/in,"woman stands at the trash some more then continues to walk in, about 16 seconds",,,,,,,,miss,,,,,,,,,
12/20/22 14:45:30,out/in,"Woman goes out to throw away trash, then switches back to in",,hit,,,,,,hit,,,,,,,,,
12/20/22 15:11:52,out,,,hit,,,,nope,,hit,,,,,,,,,
12/20/22 15:15:33,in,"woman starts to come in, stops to throw trash away then conitues in, about 5 seconds",,hit,,nope,,,,hit,,,,,,,,,
12/21/22 8:04:46,in,,,hit,,nope,,,,hit,,,,,,,,,
12/21/22 8:06:34,out,,,,,,,nope,,miss,,,,,,,,,
12/21/22 10:16:16,in,janitor with cart about 5 seconds,,hit,,nope,,,,hit,,,,,,,,,
12/21/22 10:17:21,pbin/linger,janitor with cart stops just inside of the doorway,,,,,,,,miss,,,,,,,,,
12/21/22 10:17:33,pbin/linger,"janitor with cart stops just inside of the doorway, mops a bit",,,,,,,,miss,,,,,,,,,
12/21/22 10:17:55,out,"janitor completes moving the cart to the out side of the door (this is a maybe if it was picked up correctly for sure, about 6 seconds)",,,,,,nope,,miss,,,,,,,,,
12/21/22 10:18:32,pbout/linger,"janitor comes to the doorway and mops, then exits out again (about 11 seconds)",,,,,,,,miss,,,,,,,,,
12/21/22 10:18:45,pbout,"very far pbout, just see the janitors mop head",,,,,,,,miss,,,,,,,,,
12/21/22 10:24:53,in,,,hit,,nope,,,,hit,,,,,,,,,
12/21/22 10:28:33,out,,,hit,,,,nope,,hit,,,,,,,,,
12/26/22 11:44:18,in,janitor comeing in with a cart <5 seconds,,hit,,nope,,,,hit,,,,,,,,,
12/26/22 11:45:05,out,,,,,,,nope,,miss,,,,,,,,,
12/26/22 11:50:31,in,,,hit,,nope,,,,hit,,,,,,,,,
12/26/22 11:51:48,out,,,,,,,nope,,miss,,,,,,,,,
12/26/22 11:57:43,out,two people (simeon and someone else) walk through the doorway together at the same time 5 seconds,,hit,,,,nope,,hit,,,,,,,,,
12/26/22 12:04:26,in,,,hit,,nope,,,,hit,,,,,,,,,
12/26/22 12:05:55,in,,,hit,,nope,,,,hit,,,,,,,,,
12/26/22 12:14:12,no_event/pbin,bit of a shoe appears in the scene,,hit,,,,,,hit,,,,,,,,,
12/26/22 12:14:13,out,"a very slow out, person is chatting on the phone about 6 seconds) is the person with the shoe from last event",,,,,,nope,,miss,,,,,,,,,
12/26/22 12:40:53,in,"janitor with ladder, otherwise normal",,hit,,nope,,,,hit,,,,,,,,,
12/26/22 12:42:44,out,,,,,,,nope,,miss,,,,,,,,,
12/26/22 12:48:01,in,,,hit,,nope,,,,hit,,,,,,,,,
12/26/22 12:54:18,in,,,hit,,nope,,,,hit,,,,,,,,,
12/26/22 13:03:41,out,,,hit,,,,nope,,hit,,,,,,,,,
12/26/22 13:14:14,out,very slowly under the doorway about 6 seconds,,hit,,,,nope,,hit,,,,,,,,,
12/26/22 13:18:04,in,,,hit,,nope,,,,hit,,,,,,,,,
12/26/22 13:20:24,in,"janitor with a pvc pipe, otherwise normal",,hit,,nope,,,,hit,,,,,,,,,
12/26/22 16:25:31,out,"janitor with cart, about 5 seconds",,hit,,,,nope,,hit,,,,,,,,,
12/26/22 16:30:32,in,,,hit,,nope,,,,hit,,,,,,,,,
12/26/22 16:31:52,out,"janitor with pvc and ladder, otherwise normal",,,,,,nope,,miss,,,,,,,,,
12/27/22 7:30:29,pbout,foot in camera to toss something in the recycling,,hit,,,,,,hit,,,,,,,,,
12/27/22 7:30:32,pbout,"same pbout as before, a shadow is definitely cast towards the camera",,,,,,,,miss,,,,,,,,,
12/27/22 9:14:53,in,Arwa,,hit,,nope,,,,hit,,,,,,,,,
12/27/22 9:40:12,out,Arwa,,hit,,,,nope,,hit,,,,,,,,,
12/29/22 5:47:25,in,janitor sweeping (might pick up normal?),,hit,,nope,,,,hit,,,,,,,,,
12/29/22 5:48:19,out,janitor sweeping and then deciding to clear out the trashcan about 25 seconds (might pick up the out and then a couple of pbs but a maybe),,,,,,nope,,miss,,,,,,,,,
12/30/22 9:58:22,out,Jacob,,hit,,,,nope,,hit,,,,,,,,,
12/30/22 9:59:09,in,Jacob,,,,nope,,,,miss,,,,,,,,,
12/30/22 9:59:56,out,Jacob,,hit,,,,nope,,hit,,,,,,,,,
12/30/22 10:00:37,in,Jacob,,,,nope,,,,miss,,,,,,,,,
