2023-01-11  14:19:31, Stairs,in/in,"two people come in back to back, about 6 seconds"
2023-01-11  14:20:24, Stairs,in,
2023-01-11  14:21:12, Stairs,in,
2023-01-11  14:21:29, Stairs,,
2023-01-11  14:21:30, Stairs,in/in,"two people come in back to back, about 4 seconds"
2023-01-11  14:21:35, Stairs,,
2023-01-11  14:21:40, Stairs,in,
2023-01-11  14:21:44, Stairs,,
2023-01-11  14:22:34, Stairs,in,
2023-01-11  14:22:48, Stairs,out,
2023-01-11  14:24:39, Stairs,in,
2023-01-11  14:24:44, Stairs,,
2023-01-11  14:24:51, Stairs,in,
2023-01-11  14:26:03, Stairs,in,
2023-01-11  14:26:06, Stairs,,
2023-01-11  14:30:01, Stairs,in,
2023-01-11  14:30:45, Stairs,in,
2023-01-11  14:30:48, Stairs,in,
2023-01-11  14:30:53, Stairs,,
2023-01-11  14:34:08, Stairs,,
2023-01-11  14:34:10, Stairs,out,
2023-01-11  14:35:13, Stairs,out,
2023-01-11  14:38:47, Stairs,in,
2023-01-11  14:38:51, Stairs,,
2023-01-11  14:38:52, Stairs,,
2023-01-11  14:39:15, Stairs,out,
2023-01-11  14:45:29, Stairs,in,
2023-01-11  14:45:36, Stairs,out,person from last event changes back to going out
2023-01-11  14:46:04, Stairs,in,"in to amy's lab, pause by door"
2023-01-11  14:46:10, Stairs,,
2023-01-11  14:46:13, Stairs,,
2023-01-11  14:46:19, Stairs,,
2023-01-11  14:46:34, Stairs,,
2023-01-11  14:47:13, Stairs,,
2023-01-11  14:49:06, Stairs,pbin,out of amy's lab to down the hall
2023-01-11  14:49:48, Stairs,,
2023-01-11  14:49:51, Stairs,pbin,back into amy's lab
2023-01-11  15:00:31, Stairs,in,"in to amy's lab, pause by door"
2023-01-11  15:00:35, Stairs,,
