,,,,,,,,Waldo:,Detected ppl,,EnOcean,,,,,,
1/17/23 13:56:58, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 13:57:09, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 13:57:20, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 13:59:38, preHW2,1,1,in,about 7s,in,,in,1,,hit,,,,,,
1/17/23 14:00:31, preHW2,2,2,in/in,two people walk in back to back ,,in,in,1,,miss,,,,,,
1/17/23 14:03:25, preHW2,2,2,out/out,two people walk out side by side,,out,out,1,,hit,,,,,,
1/17/23 14:04:48, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 14:23:55, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 14:24:00, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 14:26:02, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 14:26:49, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 14:27:43, preHW2,2,2,in/in,two people walk in side by side,,in,in,1,,miss,,,,,,
1/17/23 14:28:22, preHW2,2,2,out/out,two people walk out side by side,,out,out,1,,hit,,,,,,
1/17/23 14:28:55, preHW2,3,2,out/out,three one and then two people walk out back to back a second or so apart ,,,out/in,2,,miss,,,,,,
1/17/23 14:29:06, preHW2,2,2,out/out,two people back to back,,,in,1,,miss,,,,,,
1/17/23 14:29:37, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 14:29:44, preHW2,1,1,in,,,,pbo,1,,miss,,,,,,
1/17/23 14:31:00, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 14:31:14, preHW2,2,2,in/in,two people walk in back to back 4s,,in,in,1,,miss,,,,,,
1/17/23 14:32:57, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 14:33:51, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 14:35:33, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 14:38:19, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 14:40:27, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 15:00:23, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 15:00:29, preHW2,2,2,out/out,two people walk out back to back,,out,out,1,,miss,,,,,,
1/17/23 15:00:45, preHW2,4,2,out/out,four people walk out back to back (in pairs of two) about 6s,,out,out,1,,miss,,,,,,
1/17/23 15:01:33, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 15:03:45, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 15:04:11, preHW2,2,2,out/out,two people walk out side by side,,out,out,1,,miss,,,,,,
1/17/23 15:16:24, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 15:16:51, preHW2,2,2,out/out,two people walk out back to back 4s,,out,out,1,,miss,,,,,,
1/17/23 15:18:32, preHW2,1,1,out,,,,pbo,1,,hit,,,,,,
1/17/23 15:20:03, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 15:20:10, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 15:20:29, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 15:21:04, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 15:21:36, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 15:25:40, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 15:27:20, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 15:27:34, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 15:28:13, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 15:29:15, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 15:34:12, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 15:41:12, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 15:46:32, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 15:55:36, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 15:56:32, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 15:57:50, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 16:05:53, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 16:06:01, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 16:07:03, preHW2,2,2,in/in,two people walk out back to back,,in,in,1,,miss,,,,,,
1/17/23 16:13:56, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 16:15:18, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 16:17:33, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 16:20:40, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 16:25:48, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 16:31:27, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 16:33:29, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 16:36:38, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 16:38:53, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 16:47:11, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 16:47:19, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 16:53:48, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 16:56:24, preHW2,1,1,out,,,,in,1,,hit,,,,,,
1/17/23 17:21:39, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 17:39:44, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 17:39:52, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 17:40:01, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 17:43:10, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 18:24:49, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 18:26:46, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 21:24:03, preHW2,1,1,in,janitor,in,,in,1,,hit,,,,,,
1/17/23 21:48:07, preHW2,1,1,out,janitor,out,,out,1,,hit,,,,,,
1/17/23 21:55:37, preHW2,1,1,in,janitor,in,,in,1,,hit,,,,,,
1/17/23 21:56:35, preHW2,1,1,out,janitor,,,in,1,,miss,,,,,,
1/18/23 6:47:43, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 6:58:18, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 7:00:15, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 7:21:10, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 7:22:49, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 7:24:03, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 7:40:00, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 7:41:11, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 7:43:00, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 7:44:41, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 7:44:44, preHW2,2,3,out/in,two people different directions,,,in,1,,miss,,,,,,
1/18/23 7:45:04, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 7:48:22, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 7:50:24, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 7:50:35, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 7:53:34, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 7:56:58, preHW2,3,3,out/in,three people all go out then turn and all go in 15s,,,out/in,2,,hit,,,,,,
1/18/23 8:09:00, preHW2,2,2,in/in,"two people walk in back to back, on lingers a bit on the way in, about 10s",,in,in,1,,hit,,,,,,
1/18/23 8:09:17, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 8:13:37, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 8:17:30, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 8:22:00, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 8:26:13, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 8:31:27, preHW2,1,3,pbin/linger,,,,pbinalltheevents,1,,hit,,,,,,
1/18/23 8:36:20, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 8:36:29, preHW2,1,3,uturn,,,,out,1,,miss,,,,,,
1/18/23 8:36:43, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 8:38:08, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 8:41:49, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 8:42:05, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 8:43:00, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 8:43:09, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 8:43:35, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 8:45:06, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 8:45:11, preHW2,1,3,uturn/out,uturn and an out about 9 seconds,,,out,1,,miss,,,,,,
1/18/23 8:46:08, preHW2,1,3,in/linger/in,about 10s,,,in/in,1,,miss,,,,,,
1/18/23 8:46:32, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 8:51:16, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 8:51:47, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 8:54:13, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 8:54:49, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 8:56:26, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 8:56:36, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 8:57:26, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 8:59:15, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 8:59:47, preHW2,2,2,out/out,two people go out back to back,,out,out,1,,miss,,,,,,
1/18/23 9:00:34, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 9:01:23, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 9:01:27, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 9:02:15, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 9:03:41, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 9:04:51, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 9:09:06, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 9:10:03, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 9:11:03, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 9:37:02, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 9:39:57, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 9:41:05, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 9:43:04, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 9:43:07, preHW2,7,3,out/in,"severn people, six going out one going in about 15s",,,out/out,2,,miss,,,,,,
1/18/23 9:43:24, preHW2,4,2,out/out,four people walk out 7s,,out,out,1,,miss,,,,,,
1/18/23 9:43:45, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 9:43:53, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 9:47:31, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 9:50:37, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 9:53:54, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 9:54:33, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 9:58:28, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 10:01:30, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 10:03:25, preHW2,2,2,in/in,"two people walk in side by side, 4s",,in,in,1,,hit,,,,,,
1/18/23 10:04:19, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 10:06:05, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 10:06:47, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 10:09:29, preHW2,2,2,in/in,two people side by side slowly 11s,,,in/in,2,,hit,,,,,,
1/18/23 10:10:33, preHW2,1,1,out,,,,in,1,,miss,,,,,,
1/18/23 10:11:23, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 10:11:48, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 10:16:27, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 10:18:34, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 10:19:17, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 10:19:59, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 10:23:47, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 10:28:07, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 10:30:07, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 10:33:32, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 10:34:22, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 10:35:35, preHW2,3,3,out/in,"three people, two one direction one the other 8s",,,pbi/in,2,,hit,,,,,,
1/18/23 10:37:53, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 10:42:46, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 10:43:23, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 10:46:08, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 10:52:28, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 10:55:01, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 10:56:23, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 10:59:17, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 10:59:38, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 11:01:51, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 11:02:07, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 11:02:18, preHW2,2,3,out/in,two people different directions,,,in,1,,miss,,,,,,
1/18/23 11:02:24, preHW2,5,3,out/in,five people different directions 14s,,,in/pbi/pbo,3,,miss,,,,,,
1/18/23 11:03:08, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 11:03:24, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 11:04:12, preHW2,2,3,out/in,two people different directions 7s (out then in),,,pbi/in,2,,hit,,,,,,
1/18/23 11:04:32, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 11:05:02, preHW2,2,3,out/in,two people different directions 6s,,,in,1,,miss,,,,,,
1/18/23 11:07:25, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 11:07:54, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 11:10:25, preHW2,2,3,out/in,two people different directions,,,out,1,,hit,,,,,,
1/18/23 11:11:04, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 11:14:21, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 11:14:48, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 11:15:16, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 11:31:22, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 11:37:23, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 11:42:20, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 11:55:41, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 11:55:50, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 12:02:26, preHW2,2,2,out/out,two people go out back to back,,,pbi,1,,hit,,,,,,
1/18/23 12:02:41, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 12:02:49, preHW2,2,2,out/out,two people go out back to back,,out,out,1,,miss,,,,,,
1/18/23 12:02:54, preHW2,4,2,out/out,four people walk out 9s,,out,out,1,,miss,,,,,,
1/18/23 12:06:47, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 12:09:24, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 12:11:33, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 12:13:35, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 12:16:52, preHW2,2,3,in/out,two people different directions,,,in,1,,hit,,,,,,
1/18/23 12:18:13, preHW2,2,3,in/out,two people different directions,,,in,1,,miss,,,,,,
1/18/23 12:21:08, preHW2,1,1,pbin,,,,pbi,1,,hit,,,,,,
1/18/23 12:28:39, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 12:30:15, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 12:31:57, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 12:32:37, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 12:34:07, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 12:45:31, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 12:49:11, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 12:52:41, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 12:56:00, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 13:00:33, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 13:04:02, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 13:04:09, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 13:09:58, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 13:10:05, preHW2,1,1,out,,,,pbo,1,,miss,,,,,,
1/18/23 13:16:36, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 13:25:15, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 13:28:49, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 13:29:22, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 13:31:26, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 13:32:26, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 13:36:30, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 13:38:14, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 13:41:42, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 13:48:18, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 13:48:24, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 13:49:34, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 13:55:20, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 13:56:12, preHW2,2,3,out/in,two people different directions,,,out/pbo,2,,miss,,,,,,
1/18/23 14:00:20, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 14:00:57, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 14:03:20, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 14:04:30, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 14:04:43, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 14:05:09, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 14:06:16, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 14:10:50, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 14:11:25, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 14:11:51, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 14:13:37, preHW2,1,1,in,,,,-,,,hit,,,,,,
1/18/23 14:15:34, preHW2,1,1,in,,,,-,,,hit,,,,,,
1/18/23 14:16:42, preHW2,1,1,in,,,,-,,,miss,,,,,,
1/18/23 14:17:08, preHW2,1,1,out,,,,-,,,miss,,,,,,
1/18/23 14:18:14, preHW2,1,1,out,,,,-,,,hit,,,,,,
1/18/23 14:19:04, preHW2,1,1,in,,,,-,,,miss,,,,,,
1/18/23 14:19:49, preHW2,1,1,in,,,,-,,,miss,,,,,,
1/18/23 14:20:01, preHW2,1,1,out,,,,-,,,miss,,,,,,
1/18/23 14:20:09, preHW2,1,1,in,,,,-,,,miss,,,,,,
1/18/23 14:20:49, preHW2,1,1,out,,,,-,,,hit,,,,,,
1/18/23 14:20:53, preHW2,1,1,in,,,,-,,,miss,,,,,,
1/18/23 14:21:54, preHW2,1,1,in,,,,-,,,miss,,,,,,
1/18/23 14:21:58, preHW2,1,1,in,,,,-,,,miss,,,,,,
1/18/23 14:22:05, preHW2,1,1,out,,,,-,,,miss,,,,,,
1/18/23 14:24:10, preHW2,1,1,out,,,,-,,,hit,,,,,,
1/18/23 14:25:58, preHW2,1,1,in,,,,-,,,miss,,,,,,
1/18/23 14:28:17, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 14:29:46, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 14:42:46, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 14:48:36, preHW2,2,2,in/in,"two people walk in back to back, 4s",,in,in,1,,hit,,,,,,
1/18/23 14:49:21, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 14:52:26, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 14:59:58, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 15:04:35, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 15:07:23, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 15:14:06, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 15:16:36, preHW2,1,1,pbout,,,,pbo,1,,hit,,,,,,
1/18/23 15:18:22, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 15:23:45, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 15:24:18, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 15:24:59, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 15:27:13, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 15:27:23, preHW2,2,3,out/in,two people different directions,,,in,1,,miss,,,,,,
1/18/23 15:28:24, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 15:31:19, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 15:31:28, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 15:31:36, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 15:32:03, preHW2,1,3,uturn,,,,in,1,,miss,,,,,,
1/18/23 15:32:10, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 15:34:18, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 15:39:23, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 15:40:18, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 15:40:27, preHW2,11,2,out/out,eleven walking out about 14s,,,out/in,2,,miss,,,,,,
1/18/23 15:40:43, preHW2,3,2,out/out,three walking out 8s,,out,out,1,,miss,,,,,,
1/18/23 15:40:53, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 15:41:28, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 15:41:36, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 15:42:49, preHW2,2,3,out/in,two people different directions,,,in,1,,miss,,,,,,
1/18/23 15:44:07, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 15:44:50, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 15:44:55, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 15:45:07, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 15:49:59, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 15:58:17, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 16:04:27, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 16:06:06, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 16:08:39, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 16:08:59, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 16:10:02, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 16:14:45, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 16:14:54, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/18/23 16:28:50, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 16:30:45, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 17:10:29, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 17:12:23, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/18/23 17:19:11, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 17:24:39, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 17:28:41, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/18/23 18:41:05, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/18/23 19:37:38, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 5:33:24, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 5:36:44, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 5:37:43, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 5:40:35, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 7:27:18, preHW2,1,1,out,,,,in,1,,hit,,,,,,
1/19/23 7:35:42, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 7:38:41, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 7:39:56, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 7:40:08, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 7:40:19, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 7:40:59, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 7:41:10, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 7:44:25, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 7:46:38, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 7:50:20, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 7:53:33, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 7:53:52, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
